titlte,company,loacation,link
2021년 광학솔루션사업부 수시 Inno-STEP(연계형 인턴십),LG이노텍,경기도 안산,https://kr.indeed.com/viewjob?jk=1a78e2314b6c0ad4 
Operation Buyer(Contractor),Edwards Korea Ltd,충청남도 천안,https://kr.indeed.com/viewjob?jk=750bd649ca4aec64 
[타다]데이터 분석가/사이언티스트,쏘카,대한민국,https://kr.indeed.com/viewjob?jk=3330430ae94277db 
OPC Applications Engineer,Synopsys,경기도 성남,https://kr.indeed.com/viewjob?jk=28b676c81d7ef247 
"Engr, Tech Supp 3",KLA-Tencor,대한민국,https://kr.indeed.com/viewjob?jk=233bbfd9781e846d 
"Application Engineer South Korea (Physics, EE)",Zurich Instruments,부산,https://kr.indeed.com/viewjob?jk=8ae150ee0df56848 
Field Application Engineer,Nearfield Instruments,대한민국,https://kr.indeed.com/viewjob?jk=6aebabcddef7f514 
DGIST 2019년 제1차 계약직원 공개채용 공고,대구경북과학기술원,대구 현풍면,https://kr.indeed.com/viewjob?jk=4cd34228af5013fd 
CHC – Business intelligence - TOM_2136,Sanofi,서울,https://kr.indeed.com/viewjob?jk=464ad076ec3e1fa0 
"[국비지원 전액무료/120명]AI(인공지능),BC(블록체인) 교육생",고려대학교 세종캠퍼스,세종특별자치시 세종,https://kr.indeed.com/viewjob?jk=0b8541aed6590a79 
2021년 각 부문별 인재,한미헬스케어,서울 송파구,https://kr.indeed.com/viewjob?jk=43bbc097171fcfb3 
정보보안 담당자,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=eeb9fe1c361f0758 
Data Science Manager,The Nielsen Company,서울,https://kr.indeed.com/viewjob?jk=74dbcc007208db3a 
Data Scientist,Garrett Advancing Motion,경기도,https://kr.indeed.com/viewjob?jk=da5d4dd560fb6f85 
[국비무료/기숙사지원] 2021 혁신성장 빅데이터 분석가 양성 교육생,고려대학교 세종캠퍼스,세종특별자치시 세종,https://kr.indeed.com/viewjob?jk=c180958f6ef66e09 
Application Engineer - OPC,Mentor Graphics (Korea) LLC,경기도 성남,https://kr.indeed.com/viewjob?jk=99859a5de1fb2a9f 
Machine Learning Researcher – On-device AI theory and algorithm,Qualcomm Korea YH,서울,https://kr.indeed.com/viewjob?jk=c2f5f53dc48263eb 
[뉴플랫폼기술] 클라우드 개발자 - Kubernetes,한국카카오은행,성남 분당구,https://kr.indeed.com/viewjob?jk=68b91ae2f6c66fa3 
2021 Global Data Internship - Seoul (Korean Speaker),Bloomberg,서울,https://kr.indeed.com/viewjob?jk=18f62dc644a89e0c 
Healthcare Real World Data Analyst 담당자,IQVIA,서울,https://kr.indeed.com/viewjob?jk=a746de9c7a6168ef 
(광주취업맛집1위)2021년도 국비 기술교육생,대한상공회의소 광주인력개발원,광주 광산구,https://kr.indeed.com/viewjob?jk=b95d00f1145e5ef3 
소형전지사업부/기술혁신센터,삼성SDI,충청남도 천안,https://kr.indeed.com/viewjob?jk=089931931a0474d5 
2021년 (신입) 전문연구요원 모집,NHN,성남 판교역,https://kr.indeed.com/viewjob?jk=9acc17c535b42959 
[2021?????] AR App Engineer,Hyperconnect,서울,https://kr.indeed.com/viewjob?jk=861768bf9d9cf5e7 
"데이터 분석 및 컨설팅 분야 (Python, SAS, 빅데이터) 경력직",한국정보기술단,과천 과천시,https://kr.indeed.com/viewjob?jk=9fe4755841bec8ce 
[이마트24] [Data Scientist] 경력사원 모집(Senior),신세계,대한민국,https://kr.indeed.com/viewjob?jk=ee2cad5a4861601b 
인프라보안,NHN,성남 판교역,https://kr.indeed.com/viewjob?jk=aa4f54d9c677fd73 
[SK바이오팜] 신입/경력사원,SK바이오팜,성남 분당구,https://kr.indeed.com/viewjob?jk=83cee700c633bcfd 
[뉴플랫폼기술] 클라우드 보안플랫폼 개발자,한국카카오은행,성남 분당구,https://kr.indeed.com/viewjob?jk=f48fce9347cca7ab 
[Papago] 파파고 머신러닝(컴퓨터비전) 엔지니어 체험형 인턴,네이버,서울,https://kr.indeed.com/viewjob?jk=5d586ea25719e960 
Sr. Application Engineer - HAV,Mentor Graphics (Korea) LLC,경기도 성남,https://kr.indeed.com/viewjob?jk=68486bb7da29a05b 
21년 전문연구요원 (AI엔지니어),Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=69ab0f58743cb713 
글로벌 소셜카지노 부문 사업PM,네오위즈,대한민국,https://kr.indeed.com/viewjob?jk=4665562997b87ff0 
2021 GEDP (Global Engineering Development Program),GE Appliances,경기도 성남,https://kr.indeed.com/viewjob?jk=b102b3d8f193a4c1 
데이터 분석가 모집,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=092d062a6faa7139 
인프라보안,NHN,성남 판교역,https://kr.indeed.com/viewjob?jk=aa4f54d9c677fd73 
2021년 상반기 Python 경력,매크로액트,성남 수정구,https://kr.indeed.com/viewjob?jk=251ec7deb78d7813 
Field Algorithm Engineer,Nova Measuring Instruments,경기도 화성,https://kr.indeed.com/viewjob?jk=4bfb17b42e2d7728 
Healthcare Real World Data Analyst 담당자,IQVIA,서울,https://kr.indeed.com/viewjob?jk=a746de9c7a6168ef 
2021 GEDP (Global Engineering Development Program),GE Appliances,경기도 성남,https://kr.indeed.com/viewjob?jk=b102b3d8f193a4c1 
"Field Applications Engineer, Audio",Dolby,서울,https://kr.indeed.com/viewjob?jk=7cb5c3076d1701db 
사내 및 서비스 보안 담당자 (경력),네오위즈,대한민국,https://kr.indeed.com/viewjob?jk=cd40cf786e32f325 
Data Scientist 모집,한독약품,서울,https://kr.indeed.com/viewjob?jk=790d6275c9dd7be8 
Data Scientist,Garrett Advancing Motion,경기도,https://kr.indeed.com/viewjob?jk=da5d4dd560fb6f85 
카카오 데이터의 가치를 발굴할 데이터 분석가 모집,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=2b2dcd3ffe3d53df 
2021 업무혁신(PI) 신입사원,LG디스플레이,경기도 파주,https://kr.indeed.com/viewjob?jk=d136d5b4d86f5c61 
[이마트24] [Data Scientist] 경력사원 모집(Senior),신세계,대한민국,https://kr.indeed.com/viewjob?jk=ee2cad5a4861601b 
Machine Learning Researcher – On-device AI theory and algorithm,Qualcomm Korea YH,서울,https://kr.indeed.com/viewjob?jk=c2f5f53dc48263eb 
NAVER IDC 서버 운영/관리,NIT Service,춘천 동면,https://kr.indeed.com/viewjob?jk=18b288e9021d899f 
추천 통계분석/데이터사이언티스트,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=bfe0f5ac4f32ec89 
테크센터개발팀 - 웹 프로그래머,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=650893f0672cebc3 
2019 Military Service Exemption Position Available at the IBS CMCM (Synthetic Organic/Polymer Chemistry OR Theoretical Study of Carbon and Related Materials),울산과학기술원,울산 언양읍,https://kr.indeed.com/viewjob?jk=8becbf73bbda7c96 
Software Engineer (Embedded),BOEING,서울,https://kr.indeed.com/viewjob?jk=4052033bd59b7723 
Modem QA Contractor,聯發科技,경기도 성남,https://kr.indeed.com/viewjob?jk=bd5ce1a809ec610a 
"협동로봇, 메카트로닉스, 공정엔지니어 외 신입 정규직",씨엔로봇,대전 중구,https://kr.indeed.com/viewjob?jk=b6b000f15a77f402 
[EY컨설팅] 컨설팅본부 Data & Analytics팀 경력 컨설턴트 모집,Ernst & Young,대한민국,https://kr.indeed.com/viewjob?jk=c54efba262d86ecc 
Engineering Manager - EdgeX - IoT,Canonical - Jobs,서울,https://kr.indeed.com/viewjob?jk=57ad151ff89a3275 
글로벌 소셜카지노 부문 사업PM,네오위즈,대한민국,https://kr.indeed.com/viewjob?jk=4665562997b87ff0 
(주)넷타겟 연구원 (웹프론트엔드 개발자),넷타겟,대전 유성구,https://kr.indeed.com/viewjob?jk=0feb2770202a5be1 
Sr. Application Engineer - HAV,Mentor Graphics (Korea) LLC,경기도 성남,https://kr.indeed.com/viewjob?jk=68486bb7da29a05b 
Data Science Manager,The Nielsen Company,서울,https://kr.indeed.com/viewjob?jk=74dbcc007208db3a 
Product Service Expert,Nova Measuring Instruments,경기도 화성,https://kr.indeed.com/viewjob?jk=11e4f0710d52e762 
(전원인턴연계/전액무료) 정보보호산업 맞춤형 인재 양성과정 교육생,한국정보보호산업협회,서울,https://kr.indeed.com/viewjob?jk=beb32c9ff3afbadf 
[빅데이터플랫폼] 데이터 플랫폼 운영자,한국카카오은행,성남 분당구,https://kr.indeed.com/viewjob?jk=191afaf2b0f86c57 
"데이터 가치를 함께 발굴하실 머신러닝, 통계 모델링 전문가 모집",카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=d1e75364ef505c68 
21년 BigData/연구소 경력사원,롯데정보통신,서울 금천구,https://kr.indeed.com/viewjob?jk=b4443754bb4507bb 
2021년 혁신성장 청년인재 집중양성사업 교육생 (빅데이터/인공지능),한국생산성본부,서울 중구,https://kr.indeed.com/viewjob?jk=96f919d43a5c77b6 
기술연구소 (AI연구 및 Python개발 / 드론 영상처리),선영종합엔지니어링,고양 덕양구,https://kr.indeed.com/viewjob?jk=c130ad24ffc25b72 
퀀트운용팀 (사원-대리급),신한비엔피파리바자산운용,대한민국,https://kr.indeed.com/viewjob?jk=9040dba1c8db2a5d 
(주)신세계아이앤씨 경력사원 상시,신세계아이앤씨,서울 중구,https://kr.indeed.com/viewjob?jk=b5b88516a299bbb2 
Internship for Green Growth Performance Measurement -Health and Social Welfare,Global Green Growth Institute,서울,https://kr.indeed.com/viewjob?jk=92ec1289aa20da51 
전문연구요원 (병역특례) 수시 (AI / HW 분야),딥엑스,성남 분당구,https://kr.indeed.com/viewjob?jk=78e99625e5de3c95 
"산업용 비전 처리 S/W 개발, AI 가속기 처리 S/W 개발 경력사원",여의시스템,성남 중원구,https://kr.indeed.com/viewjob?jk=08fbc3e510fbe320 
추천 시스템 소프트웨어 엔지니어,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=07375dc4e800dfa9 
Software Engineer,Google,서울,https://kr.indeed.com/viewjob?jk=e7c8c2b11f24fb43 
DGIST 제2차 계약직 연구원 채용공고,대구경북과학기술원,대구 현풍면,https://kr.indeed.com/viewjob?jk=2cfd15907402c5cc 
[넥슨·엔씨소프트등] 자바·파이썬 응용SW 개발자 양성교육 · 동종업계 신입 초봉5천1,한국직업전문학교,서울 구로구,https://kr.indeed.com/viewjob?jk=4698c0e2364b5576 
"웹개발, Python 외 신입/경력 계약직",쿠바로엠앤씨,서울 강서구,https://kr.indeed.com/viewjob?jk=84fd9f9deb6105b0 
데이터 분석가,스포카,부산 해운대구,https://kr.indeed.com/viewjob?jk=90e77f4d6043c724 
데이터 엔지니어(신입/경력),쏘카,대한민국,https://kr.indeed.com/viewjob?jk=05aa5498d84c58e1 
FPGA 플랫폼 엔지니어 (딥러닝 하드웨어 프로세서 개발),딥엑스,성남 분당구,https://kr.indeed.com/viewjob?jk=e5448ffc7d6ecf02 
데이터 사이언스(데이터 모델링 및 추천 모델링),NHN,성남 판교역,https://kr.indeed.com/viewjob?jk=da5c549bf1a76ded 
[우수훈련기관]전액무료 IT교육받고 취업하자,휴먼교육센터,청주 흥덕구,https://kr.indeed.com/viewjob?jk=8188fd96cce5bddc 
VPS Application Engineer - HAV,Mentor Graphics (Korea) LLC,경기도 성남,https://kr.indeed.com/viewjob?jk=f4750c486cc78516 
메시지발송 플랫폼 개발자,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=eaee1538d8cc832f 
BIM Manager,SYSTRA,서울,https://kr.indeed.com/viewjob?jk=112e58d399a83a19 
Field AI Engineer,Graphcore,서울,https://kr.indeed.com/viewjob?jk=9e1861e691426a98 
머신러닝 개발,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=a1d687cd59776360 
BootStack APAC Engineering Manager,Canonical - Jobs,서울,https://kr.indeed.com/viewjob?jk=5d0ef9b5f9746e74 
2021년 상반기 Python 경력,매크로액트,성남 수정구,https://kr.indeed.com/viewjob?jk=251ec7deb78d7813 
DGIST 제2차 계약직 연구원 채용공고,대구경북과학기술원,대구 현풍면,https://kr.indeed.com/viewjob?jk=2cfd15907402c5cc 
[Manta] Growth Data Analytics Manager,RIDI Corp,서울,https://kr.indeed.com/viewjob?jk=108feaf74de2bfc4 
"[핀테크, 프롭테크 스타트업] IT 제품개발 & 관리직군 경력 정규직",루센트블록,대전 유성구,https://kr.indeed.com/viewjob?jk=88babfda61a4878d 
FPGA 플랫폼 엔지니어 (딥러닝 하드웨어 프로세서 개발),딥엑스,성남 분당구,https://kr.indeed.com/viewjob?jk=e5448ffc7d6ecf02 
"[라라와 함께] (주)라라 인공지능(AI), 인공지능(AI) 개발자",라라,부산 수영구,https://kr.indeed.com/viewjob?jk=e32138da99c1fce1 
Data Analytics SA,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/viewjob?jk=9a818d9d91db847d 
추천 시스템 연구/개발,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=be6c1f03fa566f8e 
"데이터 가치를 함께 발굴하실 머신러닝, 통계 모델링 전문가 모집",카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=d1e75364ef505c68 
"Senior Fellow - Data Science, Marketing & Sales",McKinsey & Company,서울,https://kr.indeed.com/viewjob?jk=879e2eefd3c4914f 
Customer Operations Engineering Manager,Success Korea,대한민국,https://kr.indeed.com/viewjob?jk=8a15326f80e07c08 
2021년 상반기 R&D 개발자 (병역특례 가능/경력 무관),네오스텍,인천 연수구,https://kr.indeed.com/viewjob?jk=754be9e3d78fa802 
"Software Engineer, Machine Learning",Google,서울,https://kr.indeed.com/viewjob?jk=4f319862856fe9c1 
매칭 데이터분석,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=15edcadd124ad99a 
2021년 혁신성장 청년인재 집중양성사업 교육생 (빅데이터/인공지능),한국생산성본부,서울 중구,https://kr.indeed.com/viewjob?jk=96f919d43a5c77b6 
Engineering Manager - Go - Distributed Systems,Canonical - Jobs,서울,https://kr.indeed.com/viewjob?jk=94ed1e8c9082c81a 
[개발자] 모비데이즈 프론트엔드 개발자 경력직 채용,Mobidays,서울특별시,https://kr.indeed.com/viewjob?jk=115c46e0d1df11d8 
Developer / Designer recruit,마이뮤직테이스트,서울 논현동,https://kr.indeed.com/viewjob?jk=55a19c92c845685e 
딥러닝 AI 개발 연구원,베이리스,성남 수정구,https://kr.indeed.com/viewjob?jk=87309d3ff40ead61 
Machine Learning Researcher – Audio and Speech,Qualcomm Korea YH,서울,https://kr.indeed.com/viewjob?jk=aea07d26df8ae423 
[빅데이터플랫폼] 데이터 플랫폼 운영자,한국카카오은행,성남 분당구,https://kr.indeed.com/viewjob?jk=191afaf2b0f86c57 
[국내 최고회사] Back-End 개발자,인코리아 프로페셔널,성남 분당구,https://kr.indeed.com/viewjob?jk=4cdfac841bdfb456 
지표구축,아프리카TV,경기도 성남,https://kr.indeed.com/viewjob?jk=e0e37aaebc73dde3 
"[대성] 개발자 채용 | 앱개발,Java,Python,objective",대성 관심기업,전주 팔복동,https://kr.indeed.com/viewjob?jk=5d4ef5faadd96b30 
데이터 분석가,스포카,부산 해운대구,https://kr.indeed.com/viewjob?jk=90e77f4d6043c724 
Application Engineer III - (E3),Applied Materials Inc.,대한민국,https://kr.indeed.com/viewjob?jk=4f2835fd73c9e3c7 
AI/딥러닝기반 머신비전 비전센터 상반기 공개,유토시스,경기도 화성,https://kr.indeed.com/viewjob?jk=5efc4afdac9d87aa 
각 분야별 인재 Pool 등록,지투알,서울,https://kr.indeed.com/viewjob?jk=a64e1e21f61265ce 
데이터 분석,아프리카TV,경기도 성남,https://kr.indeed.com/viewjob?jk=7fdcd7a7457b1e93 
Python Programmer,Mofac,서울 서초구,https://kr.indeed.com/viewjob?jk=df21e3bb5d773616 
eBeam System Engineer for R&D Extension Korea,Applied Materials Inc.,경기도 화성,https://kr.indeed.com/viewjob?jk=25a21ebfa5410f05 
고등광기술연구소 전문연구요원,광주과학기술원,광주 북구,https://kr.indeed.com/viewjob?jk=7c19ff88836f8869 
[EY컨설팅] 컨설팅본부 Data & Analytics팀 인턴 모집,EY,대한민국,https://kr.indeed.com/viewjob?jk=b836cc551f8d1692 
(주)넷타겟 연구원 (웹프론트엔드 개발자),넷타겟,대전 유성구,https://kr.indeed.com/viewjob?jk=0feb2770202a5be1 
플랫폼쉴드 시스템 개발,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=b2661d357cf26c8f 
금융공학연구소 신입 및 경력직원,KIS채권평가,대한민국,https://kr.indeed.com/viewjob?jk=13c255d208b7a645 
[기업부설연구소] SW 개발 정규직,다스코포레이션,경상북도 구미,https://kr.indeed.com/viewjob?jk=5ba2bb66e72aa1f9 
